Dapma7bEVm000001	DAPPUDRAFT_43826
Dapma7bEVm023723	DAPPUDRAFT_17940
Dapma7bEVm023724	
Dapma7bEVm023725	
Dapma7bEVm023726	
Dapma7bEVm023727	DAPPUDRAFT_118526
Dapma7bEVm023728	
Dapma7bEVm023729	
Dapma7bEVm023730	DAPPUDRAFT_55185
Dapma7bEVm023731	
Dapma7bEVm023732	DAPPUDRAFT_117368
Dapma7bEVm023733	DAPPUDRAFT_112969;DAPPUDRAFT_113205;DAPPUDRAFT_114280;DAPPUDRAFT_116342;DAPPUDRAFT_118619;DAPPUDRAFT_239508;DAPPUDRAFT_239509;DAPPUDRAFT_317881;DAPPUDRAFT_323463;DAPPUDRAFT_330373;DAPPUDRAFT_331476;DAPPUDRAFT_332242;DAPPUDRAFT_332406;DAPPUDRAFT_335370
Dapma7bEVm023734	
Dapma7bEVm023735	DAPPUDRAFT_228284
Dapma7bEVm023736	
Dapma7bEVm023737	
Dapma7bEVm023738	
Dapma7bEVm023739	
Dapma7bEVm023740	
Dapma7bEVm023741	DAPPUDRAFT_330153;DAPPUDRAFT_337110
Dapma7bEVm023742	DAPPUDRAFT_102744;DAPPUDRAFT_106194;DAPPUDRAFT_107278;DAPPUDRAFT_107992;DAPPUDRAFT_108106;DAPPUDRAFT_116125;DAPPUDRAFT_117081;DAPPUDRAFT_120956;DAPPUDRAFT_315378;DAPPUDRAFT_333848
Dapma7bEVm023743	
Dapma7bEVm023744	
Dapma7bEVm023745	
Dapma7bEVm023746	DAPPUDRAFT_247845;DAPPUDRAFT_247874
Dapma7bEVm023747	DAPPUDRAFT_116709
Dapma7bEVm023748	
Dapma7bEVm023749	DAPPUDRAFT_103833
Dapma7bEVm023750	DAPPUDRAFT_262816
Dapma7bEVm023751	
Dapma7bEVm023752	
Dapma7bEVm023753	DAPPUDRAFT_319088
Dapma7bEVm023754	
Dapma7bEVm023755	
Dapma7bEVm023756	DAPPUDRAFT_117858
Dapma7bEVm023757	DAPPUDRAFT_105707;DAPPUDRAFT_265152;DAPPUDRAFT_266192;DAPPUDRAFT_326833;DAPPUDRAFT_333910;DAPPUDRAFT_340647
Dapma7bEVm023758	DAPPUDRAFT_122089;DAPPUDRAFT_272030
Dapma7bEVm023759	
Dapma7bEVm023760	
Dapma7bEVm023761	DAPPUDRAFT_107476
Dapma7bEVm023762	
Dapma7bEVm023763	DAPPUDRAFT_330219
Dapma7bEVm023764	
Dapma7bEVm023765	
Dapma7bEVm023766	
Dapma7bEVm023767	
Dapma7bEVm023768	DAPPUDRAFT_94855
Dapma7bEVm023769	DAPPUDRAFT_100741;DAPPUDRAFT_100744;DAPPUDRAFT_117288;DAPPUDRAFT_238899;DAPPUDRAFT_270608
Dapma7bEVm023770	
Dapma7bEVm023771	
Dapma7bEVm023772	DAPPUDRAFT_107434;DAPPUDRAFT_107438;DAPPUDRAFT_320900
Dapma7bEVm023773	DAPPUDRAFT_111100;DAPPUDRAFT_120328
Dapma7bEVm023774	
Dapma7bEVm023775	DAPPUDRAFT_111100;DAPPUDRAFT_120328
Dapma7bEVm023776	
Dapma7bEVm023777	DAPPUDRAFT_251165
Dapma7bEVm023778	
Dapma7bEVm023779	
Dapma7bEVm023780	DAPPUDRAFT_261874
Dapma7bEVm023781	
Dapma7bEVm023782	DAPPUDRAFT_267693
Dapma7bEVm023783	
Dapma7bEVm023784	DAPPUDRAFT_111146;DAPPUDRAFT_229988
Dapma7bEVm023785	
Dapma7bEVm023786	
Dapma7bEVm023787	DAPPUDRAFT_306364
Dapma7bEVm023788	
Dapma7bEVm023789	
Dapma7bEVm023790	
Dapma7bEVm023791	DAPPUDRAFT_109883
Dapma7bEVm023792	DAPPUDRAFT_319735
Dapma7bEVm023793	DAPPUDRAFT_231053;DAPPUDRAFT_301515;DAPPUDRAFT_303686;DAPPUDRAFT_307155
Dapma7bEVm023794	DAPPUDRAFT_212681;DAPPUDRAFT_301975;DAPPUDRAFT_304160
Dapma7bEVm023795	DAPPUDRAFT_98040
Dapma7bEVm023796	DAPPUDRAFT_213992;DAPPUDRAFT_260714;DAPPUDRAFT_299677;DAPPUDRAFT_307854;DAPPUDRAFT_308059;DAPPUDRAFT_308675;DAPPUDRAFT_308693;DAPPUDRAFT_314523;DAPPUDRAFT_323929;DAPPUDRAFT_329848;DAPPUDRAFT_332233
Dapma7bEVm023797	DAPPUDRAFT_306000
Dapma7bEVm023798	DAPPUDRAFT_328076
Dapma7bEVm023799	
Dapma7bEVm023800	
Dapma7bEVm023801	
Dapma7bEVm023802	DAPPUDRAFT_197333
Dapma7bEVm023803	
Dapma7bEVm023804	
Dapma7bEVm023805	
Dapma7bEVm023806	DAPPUDRAFT_249870;DAPPUDRAFT_267252
Dapma7bEVm023807	
Dapma7bEVm023808	
Dapma7bEVm023809	DAPPUDRAFT_106748;DAPPUDRAFT_106763;DAPPUDRAFT_109262;DAPPUDRAFT_110877;DAPPUDRAFT_112997;DAPPUDRAFT_116661;DAPPUDRAFT_116736;DAPPUDRAFT_116871;DAPPUDRAFT_122499;DAPPUDRAFT_23444;DAPPUDRAFT_261067;DAPPUDRAFT_268743;DAPPUDRAFT_317954;DAPPUDRAFT_321360;DAPPUDRAFT_321942;DAPPUDRAFT_324799;DAPPUDRAFT_324979;DAPPUDRAFT_329818;DAPPUDRAFT_337415
Dapma7bEVm023810	
Dapma7bEVm023811	
Dapma7bEVm023812	
Dapma7bEVm023813	
Dapma7bEVm023814	
Dapma7bEVm023815	
Dapma7bEVm023816	
Dapma7bEVm023817	DAPPUDRAFT_194683;DAPPUDRAFT_240919;DAPPUDRAFT_24550;DAPPUDRAFT_24774;DAPPUDRAFT_305126;DAPPUDRAFT_315134;DAPPUDRAFT_315244;DAPPUDRAFT_48268
Dapma7bEVm023818	DAPPUDRAFT_19892;DAPPUDRAFT_23299;DAPPUDRAFT_28700
Dapma7bEVm023819	DAPPUDRAFT_189045;DAPPUDRAFT_227643;DAPPUDRAFT_92408
Dapma7bEVm023820	DAPPUDRAFT_92387
Dapma7bEVm023821	DAPPUDRAFT_194538;DAPPUDRAFT_209641;DAPPUDRAFT_239125;DAPPUDRAFT_301662;DAPPUDRAFT_301663;DAPPUDRAFT_309471;DAPPUDRAFT_310332;DAPPUDRAFT_314974;DAPPUDRAFT_315215;DAPPUDRAFT_43213;DAPPUDRAFT_47245;DAPPUDRAFT_47261;DAPPUDRAFT_47355;DAPPUDRAFT_67675
Dapma7bEVm023822	
Dapma7bEVm023823	
Dapma7bEVm023824	
Dapma7bEVm023825	
Dapma7bEVm023826	DAPPUDRAFT_326596;DAPPUDRAFT_326630
Dapma7bEVm023827	
Dapma7bEVm023828	DAPPUDRAFT_112166;DAPPUDRAFT_249796;DAPPUDRAFT_331199
Dapma7bEVm023830	
Dapma7bEVm023831	DAPPUDRAFT_193374
Dapma7bEVm023832	DAPPUDRAFT_122319;DAPPUDRAFT_261170;DAPPUDRAFT_336336
Dapma7bEVm023833	DAPPUDRAFT_258329
Dapma7bEVm023834	DAPPUDRAFT_263445
Dapma7bEVm023835	
Dapma7bEVm023836	DAPPUDRAFT_248562
Dapma7bEVm023837	
Dapma7bEVm023838	DAPPUDRAFT_321401
Dapma7bEVm023839	
Dapma7bEVm023840	
Dapma7bEVm023841	DAPPUDRAFT_114205
Dapma7bEVm023842	
Dapma7bEVm023843	DAPPUDRAFT_115491
Dapma7bEVm023845	
Dapma7bEVm023846	
Dapma7bEVm023847	
Dapma7bEVm023848	
Dapma7bEVm023849	DAPPUDRAFT_113083
Dapma7bEVm023850	DAPPUDRAFT_334449
Dapma7bEVm023851	
Dapma7bEVm023852	
Dapma7bEVm023853	DAPPUDRAFT_318822
Dapma7bEVm023854	DAPPUDRAFT_17207;DAPPUDRAFT_17209;DAPPUDRAFT_18207;DAPPUDRAFT_51801
Dapma7bEVm023855	
Dapma7bEVm023856	
Dapma7bEVm023857	
Dapma7bEVm023858	
Dapma7bEVm023859	
Dapma7bEVm023860	
Dapma7bEVm023861	DAPPUDRAFT_331414
Dapma7bEVm023862	DAPPUDRAFT_119650;DAPPUDRAFT_320366
Dapma7bEVm023863	DAPPUDRAFT_102744;DAPPUDRAFT_106194;DAPPUDRAFT_107278;DAPPUDRAFT_107992;DAPPUDRAFT_108106;DAPPUDRAFT_116125;DAPPUDRAFT_117081;DAPPUDRAFT_120956;DAPPUDRAFT_315378;DAPPUDRAFT_333848
Dapma7bEVm023864	
Dapma7bEVm023865	DAPPUDRAFT_262245
Dapma7bEVm023866	
Dapma7bEVm023867	
Dapma7bEVm023868	DAPPUDRAFT_268313
Dapma7bEVm023869	DAPPUDRAFT_320020;DAPPUDRAFT_328849
Dapma7bEVm023870	DAPPUDRAFT_305404
Dapma7bEVm023871	
Dapma7bEVm023872	
Dapma7bEVm023873	
Dapma7bEVm023874	DAPPUDRAFT_103845;DAPPUDRAFT_122808;DAPPUDRAFT_125559;DAPPUDRAFT_254929;DAPPUDRAFT_323887;DAPPUDRAFT_325610;DAPPUDRAFT_330352;DAPPUDRAFT_332362;DAPPUDRAFT_336533;DAPPUDRAFT_95627
Dapma7bEVm023875	DAPPUDRAFT_245849;DAPPUDRAFT_305114;DAPPUDRAFT_320161;DAPPUDRAFT_53149
Dapma7bEVm023876	DAPPUDRAFT_105067
Dapma7bEVm023877	DAPPUDRAFT_231697
Dapma7bEVm023878	
Dapma7bEVm023879	DAPPUDRAFT_309719
Dapma7bEVm023880	
Dapma7bEVm023881	
Dapma7bEVm023882	
Dapma7bEVm023883	DAPPUDRAFT_303715
Dapma7bEVm023884	
Dapma7bEVm023885	
Dapma7bEVm023886	
Dapma7bEVm023887	
Dapma7bEVm023888	
Dapma7bEVm023889	DAPPUDRAFT_302752;DAPPUDRAFT_332299
Dapma7bEVm023890	
Dapma7bEVm023891	
Dapma7bEVm023892	
Dapma7bEVm023893	DAPPUDRAFT_303663
Dapma7bEVm023894	DAPPUDRAFT_259338;DAPPUDRAFT_259342;DAPPUDRAFT_329596;DAPPUDRAFT_329597;DAPPUDRAFT_329602
Dapma7bEVm023895	DAPPUDRAFT_259338;DAPPUDRAFT_259342;DAPPUDRAFT_329596;DAPPUDRAFT_329597;DAPPUDRAFT_329602
Dapma7bEVm023896	DAPPUDRAFT_305768;DAPPUDRAFT_306285;DAPPUDRAFT_321424
Dapma7bEVm023897	DAPPUDRAFT_21975;DAPPUDRAFT_262369;DAPPUDRAFT_262868;DAPPUDRAFT_329194;DAPPUDRAFT_48504
Dapma7bEVm023898	
Dapma7bEVm023899	
Dapma7bEVm023900	
Dapma7bEVm023901	
Dapma7bEVm023902	
Dapma7bEVm023903	DAPPUDRAFT_303733
Dapma7bEVm023904	
Dapma7bEVm023905	DAPPUDRAFT_104018
Dapma7bEVm023906	DAPPUDRAFT_201294;DAPPUDRAFT_260171;DAPPUDRAFT_63150
Dapma7bEVm023907	DAPPUDRAFT_300644
Dapma7bEVm023908	
Dapma7bEVm023909	
Dapma7bEVm023910	
Dapma7bEVm023911	
Dapma7bEVm023912	DAPPUDRAFT_301614
Dapma7bEVm023913	
Dapma7bEVm023914	DAPPUDRAFT_330596
Dapma7bEVm023915	DAPPUDRAFT_299840
Dapma7bEVm023916	DAPPUDRAFT_242510
Dapma7bEVm023917	
Dapma7bEVm023918	DAPPUDRAFT_210528
Dapma7bEVm023919	
Dapma7bEVm023920	
Dapma7bEVm023921	DAPPUDRAFT_112201;DAPPUDRAFT_202014;DAPPUDRAFT_93418
Dapma7bEVm023922	
Dapma7bEVm023924	
Dapma7bEVm023925	
Dapma7bEVm023926	DAPPUDRAFT_261874
Dapma7bEVm023927	DAPPUDRAFT_116130
Dapma7bEVm023928	DAPPUDRAFT_113337;DAPPUDRAFT_123576;DAPPUDRAFT_125494
Dapma7bEVm023929	
Dapma7bEVm023930	
Dapma7bEVm023931	
Dapma7bEVm023932	DAPPUDRAFT_306263;DAPPUDRAFT_306264;DAPPUDRAFT_307588;DAPPUDRAFT_322501;DAPPUDRAFT_57900
Dapma7bEVm023933	DAPPUDRAFT_257616;DAPPUDRAFT_264166;DAPPUDRAFT_264170;DAPPUDRAFT_264176
Dapma7bEVm023934	
Dapma7bEVm023935	DAPPUDRAFT_116933;DAPPUDRAFT_116941;DAPPUDRAFT_335580
Dapma7bEVm023936	DAPPUDRAFT_114148;DAPPUDRAFT_335525
Dapma7bEVm023937	
Dapma7bEVm023938	
Dapma7bEVm023939	
Dapma7bEVm023940	
Dapma7bEVm023941	
Dapma7bEVm023942	DAPPUDRAFT_102744;DAPPUDRAFT_106194;DAPPUDRAFT_107278;DAPPUDRAFT_107992;DAPPUDRAFT_108106;DAPPUDRAFT_116125;DAPPUDRAFT_117081;DAPPUDRAFT_120956;DAPPUDRAFT_315378;DAPPUDRAFT_333848
Dapma7bEVm023943	DAPPUDRAFT_103810
Dapma7bEVm023944	
Dapma7bEVm023947	DAPPUDRAFT_115583
Dapma7bEVm023948	
Dapma7bEVm023949	
Dapma7bEVm023950	
Dapma7bEVm023951	
Dapma7bEVm023952	
Dapma7bEVm023953	
Dapma7bEVm023954	DAPPUDRAFT_102744;DAPPUDRAFT_106194;DAPPUDRAFT_107278;DAPPUDRAFT_107992;DAPPUDRAFT_108106;DAPPUDRAFT_116125;DAPPUDRAFT_117081;DAPPUDRAFT_120956;DAPPUDRAFT_315378;DAPPUDRAFT_333848
Dapma7bEVm023955	
Dapma7bEVm023956	
Dapma7bEVm023957	DAPPUDRAFT_213992;DAPPUDRAFT_260714;DAPPUDRAFT_299677;DAPPUDRAFT_307854;DAPPUDRAFT_308059;DAPPUDRAFT_308675;DAPPUDRAFT_308693;DAPPUDRAFT_314523;DAPPUDRAFT_323929;DAPPUDRAFT_329848;DAPPUDRAFT_332233
Dapma7bEVm023958	
Dapma7bEVm023959	
Dapma7bEVm023960	DAPPUDRAFT_105081;DAPPUDRAFT_106652;DAPPUDRAFT_116571;DAPPUDRAFT_244285;DAPPUDRAFT_265683;DAPPUDRAFT_265782;DAPPUDRAFT_270574;DAPPUDRAFT_327592
Dapma7bEVm023961	DAPPUDRAFT_264306
Dapma7bEVm023962	
Dapma7bEVm023963	
Dapma7bEVm023964	
Dapma7bEVm023965	
Dapma7bEVm023966	DAPPUDRAFT_251182
Dapma7bEVm023967	
Dapma7bEVm023968	
Dapma7bEVm023969	
Dapma7bEVm023970	
Dapma7bEVm023971	
Dapma7bEVm023972	
Dapma7bEVm023973	
Dapma7bEVm023974	
Dapma7bEVm023975	DAPPUDRAFT_110200;DAPPUDRAFT_241559;DAPPUDRAFT_303767;DAPPUDRAFT_58384
Dapma7bEVm023976	DAPPUDRAFT_338581
Dapma7bEVm023977	DAPPUDRAFT_333044
Dapma7bEVm023978	DAPPUDRAFT_263840
Dapma7bEVm023979	DAPPUDRAFT_117552;DAPPUDRAFT_338239
Dapma7bEVm023980	
Dapma7bEVm023981	DAPPUDRAFT_117552;DAPPUDRAFT_338239
Dapma7bEVm023982	
Dapma7bEVm023983	
Dapma7bEVm023984	DAPPUDRAFT_117215;DAPPUDRAFT_323874
Dapma7bEVm023985	
Dapma7bEVm023986	
Dapma7bEVm023987	
Dapma7bEVm023988	
Dapma7bEVm023989	
Dapma7bEVm023990	
Dapma7bEVm023991	
Dapma7bEVm023992	
Dapma7bEVm023993	DAPPUDRAFT_253557;DAPPUDRAFT_270377;DAPPUDRAFT_335753;DAPPUDRAFT_337191
Dapma7bEVm023994	
Dapma7bEVm023995	
Dapma7bEVm023996	
Dapma7bEVm023997	DAPPUDRAFT_301610
Dapma7bEVm023998	
Dapma7bEVm023999	DAPPUDRAFT_60898
Dapma7bEVm024000	DAPPUDRAFT_299754;DAPPUDRAFT_299755
Dapma7bEVm024001	
Dapma7bEVm024002	
Dapma7bEVm024003	
Dapma7bEVm024004	
Dapma7bEVm024005	
Dapma7bEVm024006	
Dapma7bEVm024007	
Dapma7bEVm024008	
Dapma7bEVm024009	
Dapma7bEVm024010	
Dapma7bEVm024011	DAPPUDRAFT_119424;DAPPUDRAFT_120246;DAPPUDRAFT_14361;DAPPUDRAFT_321091;DAPPUDRAFT_325381;DAPPUDRAFT_331261;DAPPUDRAFT_332607
Dapma7bEVm024012	
Dapma7bEVm024013	
Dapma7bEVm024014	
Dapma7bEVm024015	
Dapma7bEVm024016	DAPPUDRAFT_108478
Dapma7bEVm024017	
Dapma7bEVm024018	
Dapma7bEVm024019	DAPPUDRAFT_18490
Dapma7bEVm024020	
Dapma7bEVm024021	
Dapma7bEVm024022	DAPPUDRAFT_107280
Dapma7bEVm024023	
Dapma7bEVm024024	
Dapma7bEVm024025	
Dapma7bEVm024026	DAPPUDRAFT_120732;DAPPUDRAFT_324089
Dapma7bEVm024027	
Dapma7bEVm024028	
Dapma7bEVm024029	DAPPUDRAFT_299512
Dapma7bEVm024030	DAPPUDRAFT_191008
Dapma7bEVm024031	
Dapma7bEVm024032	DAPPUDRAFT_310695
Dapma7bEVm024033	
Dapma7bEVm024034	DAPPUDRAFT_105421;DAPPUDRAFT_107780;DAPPUDRAFT_110191;DAPPUDRAFT_111599;DAPPUDRAFT_111605;DAPPUDRAFT_111606;DAPPUDRAFT_118494;DAPPUDRAFT_225476;DAPPUDRAFT_234477;DAPPUDRAFT_234478;DAPPUDRAFT_239346;DAPPUDRAFT_239884;DAPPUDRAFT_239885;DAPPUDRAFT_246507;DAPPUDRAFT_248919;DAPPUDRAFT_253732;DAPPUDRAFT_253759;DAPPUDRAFT_260923;DAPPUDRAFT_266643;DAPPUDRAFT_266929;DAPPUDRAFT_274746;DAPPUDRAFT_311810;DAPPUDRAFT_325714;DAPPUDRAFT_327649;DAPPUDRAFT_330617;DAPPUDRAFT_330637;DAPPUDRAFT_7071;DAPPUDRAFT_95368
Dapma7bEVm024035	DAPPUDRAFT_310772
Dapma7bEVm024036	DAPPUDRAFT_104768;DAPPUDRAFT_245404;DAPPUDRAFT_247527;DAPPUDRAFT_319157;DAPPUDRAFT_321338
Dapma7bEVm024037	DAPPUDRAFT_100184
Dapma7bEVm024038	DAPPUDRAFT_346911
Dapma7bEVm024039	
Dapma7bEVm024040	DAPPUDRAFT_266275;DAPPUDRAFT_331737
Dapma7bEVm024041	
Dapma7bEVm024042	
Dapma7bEVm024043	DAPPUDRAFT_231816
Dapma7bEVm024044	DAPPUDRAFT_302464;DAPPUDRAFT_306275;DAPPUDRAFT_307030;DAPPUDRAFT_307031;DAPPUDRAFT_335676;DAPPUDRAFT_346967;DAPPUDRAFT_346968;DAPPUDRAFT_67015;DAPPUDRAFT_93838
Dapma7bEVm024045	
Dapma7bEVm024046	DAPPUDRAFT_302480
Dapma7bEVm024047	DAPPUDRAFT_240525
Dapma7bEVm024048	DAPPUDRAFT_302139;DAPPUDRAFT_316113
Dapma7bEVm024049	DAPPUDRAFT_270490;DAPPUDRAFT_48508
Dapma7bEVm024050	
Dapma7bEVm024051	DAPPUDRAFT_302115
Dapma7bEVm024052	
Dapma7bEVm024053	DAPPUDRAFT_333912
Dapma7bEVm024054	DAPPUDRAFT_333912
Dapma7bEVm024055	DAPPUDRAFT_333912
Dapma7bEVm024056	DAPPUDRAFT_333912
Dapma7bEVm024057	
Dapma7bEVm024058	
Dapma7bEVm024059	DAPPUDRAFT_323314
Dapma7bEVm024060	
Dapma7bEVm024061	DAPPUDRAFT_107470;DAPPUDRAFT_262367;DAPPUDRAFT_327642
Dapma7bEVm024062	DAPPUDRAFT_257616;DAPPUDRAFT_264166;DAPPUDRAFT_264170;DAPPUDRAFT_264176
Dapma7bEVm024063	
Dapma7bEVm024064	
Dapma7bEVm024065	
Dapma7bEVm024066	DAPPUDRAFT_107012;DAPPUDRAFT_123053;DAPPUDRAFT_323665
Dapma7bEVm024067	DAPPUDRAFT_105081;DAPPUDRAFT_106652;DAPPUDRAFT_116571;DAPPUDRAFT_244285;DAPPUDRAFT_265683;DAPPUDRAFT_265782;DAPPUDRAFT_270574;DAPPUDRAFT_327592
Dapma7bEVm024068	
Dapma7bEVm024069	DAPPUDRAFT_119627
Dapma7bEVm024070	
Dapma7bEVm024071	
Dapma7bEVm024072	
Dapma7bEVm024073	
Dapma7bEVm024074	
Dapma7bEVm024075	DAPPUDRAFT_114824;DAPPUDRAFT_244150;DAPPUDRAFT_265068;DAPPUDRAFT_315370;DAPPUDRAFT_331450
Dapma7bEVm024076	DAPPUDRAFT_110187;DAPPUDRAFT_118041;DAPPUDRAFT_118302;DAPPUDRAFT_266641;DAPPUDRAFT_304524;DAPPUDRAFT_305121;DAPPUDRAFT_307602;DAPPUDRAFT_315290;DAPPUDRAFT_320085;DAPPUDRAFT_330625;DAPPUDRAFT_334338;DAPPUDRAFT_96285
Dapma7bEVm024077	
Dapma7bEVm024078	
Dapma7bEVm024079	
Dapma7bEVm024080	DAPPUDRAFT_320807
Dapma7bEVm024081	DAPPUDRAFT_322784;DAPPUDRAFT_324930;DAPPUDRAFT_324931;DAPPUDRAFT_329280
Dapma7bEVm024082	DAPPUDRAFT_106731
Dapma7bEVm024083	
Dapma7bEVm024084	DAPPUDRAFT_238924
Dapma7bEVm024085	
Dapma7bEVm024086	
Dapma7bEVm024087	DAPPUDRAFT_328779;DAPPUDRAFT_334081
Dapma7bEVm024088	
Dapma7bEVm024089	
Dapma7bEVm024090	
Dapma7bEVm024092	DAPPUDRAFT_115991;DAPPUDRAFT_261325
Dapma7bEVm024093	
Dapma7bEVm024094	
Dapma7bEVm024095	DAPPUDRAFT_267693
Dapma7bEVm024096	
Dapma7bEVm024097	
Dapma7bEVm024098	DAPPUDRAFT_103813
Dapma7bEVm024099	
Dapma7bEVm024100	DAPPUDRAFT_207797
Dapma7bEVm024101	
Dapma7bEVm024102	
Dapma7bEVm024103	DAPPUDRAFT_268316;DAPPUDRAFT_325574
Dapma7bEVm024104	
Dapma7bEVm024105	
Dapma7bEVm024106	DAPPUDRAFT_324712;DAPPUDRAFT_324850;DAPPUDRAFT_95798
Dapma7bEVm024107	
Dapma7bEVm024108	DAPPUDRAFT_118610;DAPPUDRAFT_273096;DAPPUDRAFT_325810;DAPPUDRAFT_325814;DAPPUDRAFT_333996
Dapma7bEVm024109	DAPPUDRAFT_103786
Dapma7bEVm024110	
Dapma7bEVm024111	DAPPUDRAFT_256496
Dapma7bEVm024112	
Dapma7bEVm024113	
Dapma7bEVm024114	DAPPUDRAFT_317650
Dapma7bEVm024115	DAPPUDRAFT_267693
Dapma7bEVm024116	
Dapma7bEVm024117	
Dapma7bEVm024118	
Dapma7bEVm024119	DAPPUDRAFT_34288;DAPPUDRAFT_61879
Dapma7bEVm024120	DAPPUDRAFT_108042
Dapma7bEVm024121	DAPPUDRAFT_245624;DAPPUDRAFT_268105
Dapma7bEVm024122	
Dapma7bEVm024123	DAPPUDRAFT_314221
Dapma7bEVm024124	
Dapma7bEVm024125	
Dapma7bEVm024126	
Dapma7bEVm024127	
Dapma7bEVm024128	
Dapma7bEVm024129	DAPPUDRAFT_333422
Dapma7bEVm024130	DAPPUDRAFT_112943
Dapma7bEVm024132	
Dapma7bEVm024133	
Dapma7bEVm024134	
Dapma7bEVm024135	DAPPUDRAFT_256496
Dapma7bEVm024136	
Dapma7bEVm024137	
Dapma7bEVm024138	
Dapma7bEVm024139	
Dapma7bEVm024140	
Dapma7bEVm024141	DAPPUDRAFT_203728;DAPPUDRAFT_302045;DAPPUDRAFT_328816;DAPPUDRAFT_55141
Dapma7bEVm024142	DAPPUDRAFT_335179
Dapma7bEVm024143	
Dapma7bEVm024144	
Dapma7bEVm024145	DAPPUDRAFT_111151
Dapma7bEVm024146	DAPPUDRAFT_111641;DAPPUDRAFT_226635;DAPPUDRAFT_241308;DAPPUDRAFT_241507;DAPPUDRAFT_27434;DAPPUDRAFT_314238;DAPPUDRAFT_316750;DAPPUDRAFT_316769;DAPPUDRAFT_316941;DAPPUDRAFT_318039;DAPPUDRAFT_322263;DAPPUDRAFT_46063;DAPPUDRAFT_64692;DAPPUDRAFT_98885
Dapma7bEVm024147	
Dapma7bEVm024148	
Dapma7bEVm024149	
Dapma7bEVm024150	
Dapma7bEVm024151	DAPPUDRAFT_113925
Dapma7bEVm024152	DAPPUDRAFT_106217
Dapma7bEVm024153	
Dapma7bEVm024154	DAPPUDRAFT_331468;DAPPUDRAFT_334492
Dapma7bEVm024155	
Dapma7bEVm024156	DAPPUDRAFT_248562
Dapma7bEVm024157	
Dapma7bEVm024158	
Dapma7bEVm024159	
Dapma7bEVm024160	DAPPUDRAFT_115491
Dapma7bEVm024161	
Dapma7bEVm024162	DAPPUDRAFT_247503
Dapma7bEVm024163	DAPPUDRAFT_102339
Dapma7bEVm024164	
Dapma7bEVm024165	
Dapma7bEVm024166	DAPPUDRAFT_31031
Dapma7bEVm024167	
Dapma7bEVm024168	
Dapma7bEVm024169	
Dapma7bEVm024170	
Dapma7bEVm024171	DAPPUDRAFT_321966
Dapma7bEVm024172	
Dapma7bEVm024173	DAPPUDRAFT_253899
Dapma7bEVm024174	DAPPUDRAFT_106820;DAPPUDRAFT_119272;DAPPUDRAFT_306103
Dapma7bEVm024175	
Dapma7bEVm024176	DAPPUDRAFT_95322
Dapma7bEVm024177	
Dapma7bEVm024178	DAPPUDRAFT_333423
Dapma7bEVm024179	
Dapma7bEVm024180	DAPPUDRAFT_114824;DAPPUDRAFT_244150;DAPPUDRAFT_265068;DAPPUDRAFT_315370;DAPPUDRAFT_331450
Dapma7bEVm024181	
Dapma7bEVm024182	
Dapma7bEVm024183	
Dapma7bEVm024184	
Dapma7bEVm024185	DAPPUDRAFT_189155
Dapma7bEVm024186	
Dapma7bEVm024187	
Dapma7bEVm024188	
Dapma7bEVm024189	DAPPUDRAFT_103877
Dapma7bEVm024190	DAPPUDRAFT_261874
Dapma7bEVm024191	DAPPUDRAFT_259578
Dapma7bEVm024192	
Dapma7bEVm024193	
Dapma7bEVm024194	DAPPUDRAFT_119396;DAPPUDRAFT_238573;DAPPUDRAFT_245983;DAPPUDRAFT_246866;DAPPUDRAFT_314780
Dapma7bEVm024195	
Dapma7bEVm024196	DAPPUDRAFT_258329
Dapma7bEVm024197	DAPPUDRAFT_115273
Dapma7bEVm024198	
Dapma7bEVm024199	
Dapma7bEVm024200	
Dapma7bEVm024201	DAPPUDRAFT_328025
Dapma7bEVm024202	
Dapma7bEVm024203	DAPPUDRAFT_338097
Dapma7bEVm024204	DAPPUDRAFT_98516
Dapma7bEVm024205	DAPPUDRAFT_44538
Dapma7bEVm024206	
Dapma7bEVm024207	
Dapma7bEVm024208	
Dapma7bEVm024209	
Dapma7bEVm024210	
Dapma7bEVm024211	DAPPUDRAFT_111100;DAPPUDRAFT_120328
Dapma7bEVm024212	
Dapma7bEVm024213	
Dapma7bEVm024214	
Dapma7bEVm024215	
Dapma7bEVm024216	
Dapma7bEVm024217	
Dapma7bEVm024218	DAPPUDRAFT_117938
Dapma7bEVm024219	
Dapma7bEVm024220	DAPPUDRAFT_111468;DAPPUDRAFT_118188;DAPPUDRAFT_119336;DAPPUDRAFT_263552;DAPPUDRAFT_335381
Dapma7bEVm024221	
Dapma7bEVm024222	
Dapma7bEVm024223	DAPPUDRAFT_106748;DAPPUDRAFT_106763;DAPPUDRAFT_109262;DAPPUDRAFT_110877;DAPPUDRAFT_112997;DAPPUDRAFT_116661;DAPPUDRAFT_116736;DAPPUDRAFT_116871;DAPPUDRAFT_122499;DAPPUDRAFT_23444;DAPPUDRAFT_261067;DAPPUDRAFT_268743;DAPPUDRAFT_317954;DAPPUDRAFT_321360;DAPPUDRAFT_321942;DAPPUDRAFT_324799;DAPPUDRAFT_324979;DAPPUDRAFT_329818;DAPPUDRAFT_337415
Dapma7bEVm024224	DAPPUDRAFT_107434;DAPPUDRAFT_107438;DAPPUDRAFT_320900
Dapma7bEVm024225	
Dapma7bEVm024226	
