Dapma7bEVm000001	ENSG00000171587;ENSG00000177103
Dapma7bEVm022290	
Dapma7bEVm022291	
Dapma7bEVm022292	
Dapma7bEVm022293	
Dapma7bEVm022294	ENSG00000130707
Dapma7bEVm022295	
Dapma7bEVm022296	
Dapma7bEVm022297	
Dapma7bEVm022298	
Dapma7bEVm022299	ENSG00000166275;ENSG00000270316
Dapma7bEVm022300	
Dapma7bEVm022301	
Dapma7bEVm022302	
Dapma7bEVm022303	ENSG00000105655
Dapma7bEVm022304	
Dapma7bEVm022305	
Dapma7bEVm022306	ENSG00000148303;ENSG00000280858
Dapma7bEVm022307	
Dapma7bEVm022308	
Dapma7bEVm022309	ENSG00000134419
Dapma7bEVm022310	
Dapma7bEVm022311	
Dapma7bEVm022313	ENSG00000206177;ENSG00000214140
Dapma7bEVm022314	
Dapma7bEVm022315	
Dapma7bEVm022316	
Dapma7bEVm022317	
Dapma7bEVm022318	
Dapma7bEVm022319	
Dapma7bEVm022320	
Dapma7bEVm022321	
Dapma7bEVm022322	
Dapma7bEVm022323	
Dapma7bEVm022324	
Dapma7bEVm022325	
Dapma7bEVm022326	ENSG00000171858
Dapma7bEVm022327	
Dapma7bEVm022328	
Dapma7bEVm022330	
Dapma7bEVm022331	ENSG00000136930;ENSG00000205220
Dapma7bEVm022332	
Dapma7bEVm022333	
Dapma7bEVm022335	
Dapma7bEVm022336	ENSG00000013275;ENSG00000087191;ENSG00000100519;ENSG00000100764;ENSG00000161057;ENSG00000165916;ENSG00000281221
Dapma7bEVm022337	ENSG00000137154
Dapma7bEVm022338	ENSG00000089009
Dapma7bEVm022339	
Dapma7bEVm022340	
Dapma7bEVm022341	
Dapma7bEVm022342	
Dapma7bEVm022343	
Dapma7bEVm022344	
Dapma7bEVm022345	
Dapma7bEVm022346	
Dapma7bEVm022347	
Dapma7bEVm022348	
Dapma7bEVm022349	
Dapma7bEVm022350	
Dapma7bEVm022351	
Dapma7bEVm022352	
Dapma7bEVm022353	
Dapma7bEVm022354	
Dapma7bEVm022355	
Dapma7bEVm022359	
Dapma7bEVm022361	
Dapma7bEVm022362	
Dapma7bEVm022364	
Dapma7bEVm022365	
Dapma7bEVm022366	
Dapma7bEVm022367	
Dapma7bEVm022368	
Dapma7bEVm022369	
Dapma7bEVm022370	
Dapma7bEVm022371	
Dapma7bEVm022372	
Dapma7bEVm022373	
Dapma7bEVm022374	
Dapma7bEVm022375	
Dapma7bEVm022376	
Dapma7bEVm022377	
Dapma7bEVm022378	
Dapma7bEVm022379	ENSG00000044115;ENSG00000066032;ENSG00000146006;ENSG00000162951;ENSG00000183230
Dapma7bEVm022380	
Dapma7bEVm022381	
Dapma7bEVm022382	
Dapma7bEVm022383	
Dapma7bEVm022384	ENSG00000105402;ENSG00000125814
Dapma7bEVm022385	
Dapma7bEVm022386	
Dapma7bEVm022387	
Dapma7bEVm022388	
Dapma7bEVm022389	
Dapma7bEVm022391	
Dapma7bEVm022393	
Dapma7bEVm022394	
Dapma7bEVm022395	
Dapma7bEVm022396	
Dapma7bEVm022397	
Dapma7bEVm022398	
Dapma7bEVm022399	
Dapma7bEVm022400	
Dapma7bEVm022401	
Dapma7bEVm022402	
Dapma7bEVm022403	
Dapma7bEVm022404	
Dapma7bEVm022405	ENSG00000176340
Dapma7bEVm022406	
Dapma7bEVm022407	
Dapma7bEVm022408	
Dapma7bEVm022409	
Dapma7bEVm022410	
Dapma7bEVm022411	
Dapma7bEVm022412	
Dapma7bEVm022413	
Dapma7bEVm022414	
Dapma7bEVm022416	
Dapma7bEVm022418	
Dapma7bEVm022419	
Dapma7bEVm022421	
Dapma7bEVm022422	
Dapma7bEVm022425	
Dapma7bEVm022426	ENSG00000154845
Dapma7bEVm022427	
Dapma7bEVm022428	
Dapma7bEVm022429	
Dapma7bEVm022430	
Dapma7bEVm022431	
Dapma7bEVm022433	
Dapma7bEVm022435	
Dapma7bEVm022436	
Dapma7bEVm022438	
Dapma7bEVm022440	ENSG00000137154
Dapma7bEVm022441	
Dapma7bEVm022442	ENSG00000125868;ENSG00000165410;ENSG00000172757
Dapma7bEVm022443	
Dapma7bEVm022444	
Dapma7bEVm022445	
Dapma7bEVm022446	ENSG00000172809
Dapma7bEVm022447	
Dapma7bEVm022448	
Dapma7bEVm022449	
Dapma7bEVm022450	
Dapma7bEVm022451	
Dapma7bEVm022452	ENSG00000123643;ENSG00000180773;ENSG00000186334;ENSG00000186335
Dapma7bEVm022453	
Dapma7bEVm022454	ENSG00000169020
Dapma7bEVm022455	
Dapma7bEVm022456	
Dapma7bEVm022457	
Dapma7bEVm022458	
Dapma7bEVm022459	
Dapma7bEVm022461	
Dapma7bEVm022462	
Dapma7bEVm022463	
Dapma7bEVm022464	
Dapma7bEVm022465	ENSG00000122042
Dapma7bEVm022466	
Dapma7bEVm022467	
Dapma7bEVm022469	
Dapma7bEVm022470	
Dapma7bEVm022471	
Dapma7bEVm022473	
Dapma7bEVm022474	
Dapma7bEVm022475	
Dapma7bEVm022476	
Dapma7bEVm022477	ENSG00000163923;ENSG00000198918
Dapma7bEVm022478	ENSG00000137492
Dapma7bEVm022479	
Dapma7bEVm022480	
Dapma7bEVm022481	
Dapma7bEVm022482	
Dapma7bEVm022483	
Dapma7bEVm022484	ENSG00000165188;ENSG00000233198;ENSG00000237330;ENSG00000269855
Dapma7bEVm022485	
Dapma7bEVm022486	
Dapma7bEVm022487	ENSG00000143157
Dapma7bEVm022488	ENSG00000168152
Dapma7bEVm022489	ENSG00000184619
Dapma7bEVm022490	ENSG00000100426;ENSG00000182858;ENSG00000214717;ENSG00000257315
Dapma7bEVm022491	
Dapma7bEVm022492	ENSG00000018280;ENSG00000110911
Dapma7bEVm022493	
Dapma7bEVm022494	ENSG00000100426;ENSG00000182858;ENSG00000214717;ENSG00000257315
Dapma7bEVm022495	ENSG00000111729
Dapma7bEVm022496	ENSG00000180423
Dapma7bEVm022497	
Dapma7bEVm022498	ENSG00000168152
Dapma7bEVm022499	ENSG00000107611
Dapma7bEVm022500	
Dapma7bEVm022501	
Dapma7bEVm022502	
Dapma7bEVm022503	
Dapma7bEVm022504	
Dapma7bEVm022505	
Dapma7bEVm022506	
Dapma7bEVm022507	
Dapma7bEVm022508	
Dapma7bEVm022509	ENSG00000182307;ENSG00000254656
Dapma7bEVm022510	
Dapma7bEVm022511	
Dapma7bEVm022512	ENSG00000160179;ENSG00000172350
Dapma7bEVm022513	ENSG00000132801;ENSG00000168612
Dapma7bEVm022514	
Dapma7bEVm022515	
Dapma7bEVm022516	
Dapma7bEVm022517	ENSG00000145723
Dapma7bEVm022518	
Dapma7bEVm022519	
Dapma7bEVm022520	
Dapma7bEVm022521	ENSG00000100426;ENSG00000182858;ENSG00000214717;ENSG00000257315
Dapma7bEVm022522	
Dapma7bEVm022523	
Dapma7bEVm022524	
Dapma7bEVm022525	ENSG00000105887
Dapma7bEVm022526	ENSG00000182307;ENSG00000254656
Dapma7bEVm022527	
Dapma7bEVm022528	
Dapma7bEVm022529	
Dapma7bEVm022530	ENSG00000163947;ENSG00000173848
Dapma7bEVm022531	
Dapma7bEVm022532	
Dapma7bEVm022533	
Dapma7bEVm022534	ENSG00000180423
Dapma7bEVm022535	
Dapma7bEVm022536	ENSG00000033011;ENSG00000189366;ENSG00000251287
Dapma7bEVm022537	
Dapma7bEVm022538	
Dapma7bEVm022539	
Dapma7bEVm022540	
Dapma7bEVm022541	
Dapma7bEVm022542	
Dapma7bEVm022543	
Dapma7bEVm022544	
Dapma7bEVm022545	
Dapma7bEVm022546	
Dapma7bEVm022547	
Dapma7bEVm022548	
Dapma7bEVm022549	
Dapma7bEVm022550	
Dapma7bEVm022551	ENSG00000182307;ENSG00000254656
Dapma7bEVm022552	ENSG00000137492
Dapma7bEVm022553	
Dapma7bEVm022554	
Dapma7bEVm022555	
Dapma7bEVm022556	ENSG00000204316
Dapma7bEVm022557	ENSG00000182307;ENSG00000254656
Dapma7bEVm022558	ENSG00000182307;ENSG00000254656
Dapma7bEVm022559	
Dapma7bEVm022560	
Dapma7bEVm022561	
Dapma7bEVm022562	
Dapma7bEVm022563	
Dapma7bEVm022564	
Dapma7bEVm022565	
Dapma7bEVm022566	
Dapma7bEVm022567	
Dapma7bEVm022568	ENSG00000184619
Dapma7bEVm022569	ENSG00000100426;ENSG00000182858;ENSG00000214717;ENSG00000257315
Dapma7bEVm022570	
Dapma7bEVm022571	
Dapma7bEVm022572	
Dapma7bEVm022573	ENSG00000100426;ENSG00000182858;ENSG00000214717;ENSG00000257315
Dapma7bEVm022574	
Dapma7bEVm022575	
Dapma7bEVm022576	ENSG00000073067;ENSG00000100197;ENSG00000108242;ENSG00000130649;ENSG00000134716;ENSG00000138109;ENSG00000138115;ENSG00000155016;ENSG00000165841;ENSG00000167600;ENSG00000186104;ENSG00000197408;ENSG00000197446;ENSG00000197838;ENSG00000198077;ENSG00000205702;ENSG00000255974;ENSG00000275211;ENSG00000280905;ENSG00000282966;ENSG00000283284
Dapma7bEVm022577	ENSG00000073067;ENSG00000100197;ENSG00000108242;ENSG00000130649;ENSG00000134716;ENSG00000138109;ENSG00000138115;ENSG00000155016;ENSG00000165841;ENSG00000167600;ENSG00000186104;ENSG00000197408;ENSG00000197446;ENSG00000197838;ENSG00000198077;ENSG00000205702;ENSG00000255974;ENSG00000275211;ENSG00000280905;ENSG00000282966;ENSG00000283284
Dapma7bEVm022578	
Dapma7bEVm022579	
Dapma7bEVm022580	
Dapma7bEVm022581	
Dapma7bEVm022582	ENSG00000100426;ENSG00000182858;ENSG00000214717;ENSG00000257315
Dapma7bEVm022583	ENSG00000132801;ENSG00000168612
Dapma7bEVm022584	
Dapma7bEVm022585	
Dapma7bEVm022586	ENSG00000182307;ENSG00000254656
Dapma7bEVm022587	
Dapma7bEVm022588	ENSG00000182307;ENSG00000254656
Dapma7bEVm022589	
Dapma7bEVm022590	
Dapma7bEVm022591	
Dapma7bEVm022592	ENSG00000160179;ENSG00000172350
Dapma7bEVm022593	
Dapma7bEVm022594	
Dapma7bEVm022595	
Dapma7bEVm022596	
Dapma7bEVm022597	
Dapma7bEVm022598	
Dapma7bEVm022599	
Dapma7bEVm022600	ENSG00000165392
Dapma7bEVm022601	ENSG00000134398;ENSG00000178607
Dapma7bEVm022602	
Dapma7bEVm022603	
Dapma7bEVm022604	
Dapma7bEVm022605	
Dapma7bEVm022606	
Dapma7bEVm022607	ENSG00000182307;ENSG00000254656
Dapma7bEVm022608	
Dapma7bEVm022609	ENSG00000182307;ENSG00000254656
Dapma7bEVm022610	ENSG00000148606;ENSG00000181222;ENSG00000284832
Dapma7bEVm022611	
Dapma7bEVm022612	ENSG00000198887
Dapma7bEVm022613	
Dapma7bEVm022614	ENSG00000160179;ENSG00000172350
Dapma7bEVm022615	
Dapma7bEVm022616	ENSG00000182307;ENSG00000254656
Dapma7bEVm022617	
Dapma7bEVm022618	ENSG00000182307;ENSG00000254656
Dapma7bEVm022619	
Dapma7bEVm022620	ENSG00000100426;ENSG00000182858;ENSG00000214717;ENSG00000257315
Dapma7bEVm022621	ENSG00000100426;ENSG00000182858;ENSG00000214717;ENSG00000257315
Dapma7bEVm022622	
Dapma7bEVm022623	
Dapma7bEVm022624	
Dapma7bEVm022625	
Dapma7bEVm022626	
Dapma7bEVm022627	
Dapma7bEVm022628	
Dapma7bEVm022629	
Dapma7bEVm022630	
Dapma7bEVm022631	
Dapma7bEVm022632	
Dapma7bEVm022633	ENSG00000182307;ENSG00000254656
Dapma7bEVm022634	
Dapma7bEVm022635	ENSG00000100426;ENSG00000182858;ENSG00000214717;ENSG00000257315
Dapma7bEVm022636	
Dapma7bEVm022637	ENSG00000182307;ENSG00000254656
Dapma7bEVm022638	ENSG00000134398;ENSG00000178607
Dapma7bEVm022639	
Dapma7bEVm022640	
Dapma7bEVm022641	
Dapma7bEVm022642	
Dapma7bEVm022643	
Dapma7bEVm022644	
Dapma7bEVm022645	
Dapma7bEVm022646	
Dapma7bEVm022647	
Dapma7bEVm022648	
Dapma7bEVm022649	
Dapma7bEVm022650	
Dapma7bEVm022651	
Dapma7bEVm022652	ENSG00000182307;ENSG00000254656
Dapma7bEVm022653	
Dapma7bEVm022654	ENSG00000100426;ENSG00000182858;ENSG00000214717;ENSG00000257315
Dapma7bEVm022655	
Dapma7bEVm022656	ENSG00000061987
Dapma7bEVm022657	ENSG00000182307;ENSG00000254656
Dapma7bEVm022658	ENSG00000182307;ENSG00000254656
Dapma7bEVm022659	ENSG00000100426;ENSG00000182858;ENSG00000214717;ENSG00000257315
Dapma7bEVm022660	
Dapma7bEVm022661	
Dapma7bEVm022662	ENSG00000116580;ENSG00000163374
Dapma7bEVm022663	
Dapma7bEVm022664	ENSG00000182307;ENSG00000254656
Dapma7bEVm022665	
Dapma7bEVm022666	
Dapma7bEVm022667	ENSG00000182307;ENSG00000254656
Dapma7bEVm022668	
Dapma7bEVm022669	
Dapma7bEVm022670	
Dapma7bEVm022671	
Dapma7bEVm022672	
Dapma7bEVm022673	
Dapma7bEVm022674	
Dapma7bEVm022675	
Dapma7bEVm022677	
Dapma7bEVm022678	
Dapma7bEVm022679	
Dapma7bEVm022680	
Dapma7bEVm022681	
Dapma7bEVm022682	
Dapma7bEVm022683	ENSG00000182307;ENSG00000254656
Dapma7bEVm022684	
Dapma7bEVm022685	ENSG00000182307;ENSG00000254656
Dapma7bEVm022686	ENSG00000168152
Dapma7bEVm022687	
Dapma7bEVm022688	
Dapma7bEVm022689	
Dapma7bEVm022690	ENSG00000182307;ENSG00000254656
Dapma7bEVm022691	
Dapma7bEVm022692	
Dapma7bEVm022693	
Dapma7bEVm022694	ENSG00000132716;ENSG00000142784;ENSG00000143164;ENSG00000189186;ENSG00000226372
Dapma7bEVm022695	
Dapma7bEVm022696	
Dapma7bEVm022697	ENSG00000182307;ENSG00000254656
Dapma7bEVm022698	
Dapma7bEVm022699	ENSG00000148218
Dapma7bEVm022700	ENSG00000073067;ENSG00000100197;ENSG00000108242;ENSG00000130649;ENSG00000134716;ENSG00000138109;ENSG00000138115;ENSG00000155016;ENSG00000165841;ENSG00000167600;ENSG00000186104;ENSG00000197408;ENSG00000197446;ENSG00000197838;ENSG00000198077;ENSG00000205702;ENSG00000255974;ENSG00000275211;ENSG00000280905;ENSG00000282966;ENSG00000283284
Dapma7bEVm022701	
Dapma7bEVm022702	
Dapma7bEVm022703	
Dapma7bEVm022704	
Dapma7bEVm022705	ENSG00000140451
Dapma7bEVm022706	
Dapma7bEVm022707	
Dapma7bEVm022708	ENSG00000182307;ENSG00000254656
Dapma7bEVm022709	ENSG00000182307;ENSG00000254656
Dapma7bEVm022710	
Dapma7bEVm022711	
Dapma7bEVm022712	ENSG00000064763;ENSG00000197601
Dapma7bEVm022713	
Dapma7bEVm022714	
Dapma7bEVm022715	ENSG00000159461;ENSG00000162298
Dapma7bEVm022716	
Dapma7bEVm022717	ENSG00000072182;ENSG00000108684;ENSG00000110881;ENSG00000111319;ENSG00000162572;ENSG00000166828;ENSG00000168447;ENSG00000213199;ENSG00000256394;ENSG00000262505
Dapma7bEVm022718	
Dapma7bEVm022719	
Dapma7bEVm022720	
Dapma7bEVm022721	
Dapma7bEVm022722	
Dapma7bEVm022723	
Dapma7bEVm022724	
Dapma7bEVm022725	ENSG00000075035;ENSG00000179314
Dapma7bEVm022726	
Dapma7bEVm022727	ENSG00000092607;ENSG00000112837;ENSG00000122145;ENSG00000149922;ENSG00000164532;ENSG00000174197;ENSG00000277800
Dapma7bEVm022728	
Dapma7bEVm022729	
Dapma7bEVm022730	
Dapma7bEVm022731	ENSG00000161513
Dapma7bEVm022732	ENSG00000163655
Dapma7bEVm022733	
Dapma7bEVm022734	ENSG00000020181;ENSG00000152990;ENSG00000197177
Dapma7bEVm022735	
Dapma7bEVm022736	
Dapma7bEVm022737	
Dapma7bEVm022738	
Dapma7bEVm022739	
Dapma7bEVm022740	
Dapma7bEVm022741	ENSG00000101958;ENSG00000109738;ENSG00000145451;ENSG00000145888;ENSG00000179363;ENSG00000188828
Dapma7bEVm022742	
Dapma7bEVm022743	
Dapma7bEVm022744	ENSG00000180423
Dapma7bEVm022746	
Dapma7bEVm022747	
Dapma7bEVm022748	ENSG00000138356;ENSG00000158125
Dapma7bEVm022749	ENSG00000163959
Dapma7bEVm022750	
Dapma7bEVm022751	ENSG00000182307;ENSG00000254656
Dapma7bEVm022752	
Dapma7bEVm022753	
Dapma7bEVm022754	
Dapma7bEVm022755	
Dapma7bEVm022756	ENSG00000168152
Dapma7bEVm022757	
Dapma7bEVm022758	
Dapma7bEVm022759	
Dapma7bEVm022760	ENSG00000105392;ENSG00000115507;ENSG00000165588
Dapma7bEVm022761	ENSG00000068878
Dapma7bEVm022762	ENSG00000163655
Dapma7bEVm022763	ENSG00000163516
Dapma7bEVm022764	ENSG00000102174;ENSG00000142606;ENSG00000196549;ENSG00000277131
Dapma7bEVm022765	
Dapma7bEVm022766	
Dapma7bEVm022767	
Dapma7bEVm022768	
Dapma7bEVm022769	
Dapma7bEVm022770	
Dapma7bEVm022771	ENSG00000140451
Dapma7bEVm022772	
Dapma7bEVm022773	
Dapma7bEVm022774	ENSG00000182307;ENSG00000254656
Dapma7bEVm022775	
Dapma7bEVm022776	
Dapma7bEVm022777	ENSG00000182307;ENSG00000254656
Dapma7bEVm022778	
Dapma7bEVm022779	
Dapma7bEVm022780	
Dapma7bEVm022781	ENSG00000168152
Dapma7bEVm022782	ENSG00000168152
Dapma7bEVm022783	ENSG00000273559;ENSG00000276761
Dapma7bEVm022784	ENSG00000084652;ENSG00000086712;ENSG00000164440
Dapma7bEVm022785	ENSG00000122566;ENSG00000135486;ENSG00000139675;ENSG00000170144;ENSG00000177733
Dapma7bEVm022786	ENSG00000170209
Dapma7bEVm022787	
Dapma7bEVm022788	
Dapma7bEVm022789	ENSG00000244617
Dapma7bEVm022790	
Dapma7bEVm022791	
Dapma7bEVm022792	
Dapma7bEVm022793	ENSG00000141568;ENSG00000164916
Dapma7bEVm022794	
Dapma7bEVm022795	
Dapma7bEVm022796	
Dapma7bEVm022797	
Dapma7bEVm022798	ENSG00000182307;ENSG00000254656
Dapma7bEVm022799	
Dapma7bEVm022800	ENSG00000116815
Dapma7bEVm022801	ENSG00000100426;ENSG00000182858;ENSG00000214717;ENSG00000257315
Dapma7bEVm022802	ENSG00000100426;ENSG00000182858;ENSG00000214717;ENSG00000257315
Dapma7bEVm022803	
Dapma7bEVm022804	
Dapma7bEVm022805	
Dapma7bEVm022806	
Dapma7bEVm022807	ENSG00000182307;ENSG00000254656
Dapma7bEVm022808	
Dapma7bEVm022809	
Dapma7bEVm022810	
Dapma7bEVm022811	
Dapma7bEVm022812	
Dapma7bEVm022813	
Dapma7bEVm022814	ENSG00000041988;ENSG00000131931;ENSG00000161277;ENSG00000173451;ENSG00000176946;ENSG00000177683;ENSG00000184436
Dapma7bEVm022815	
Dapma7bEVm022816	ENSG00000100426;ENSG00000182858;ENSG00000214717;ENSG00000257315
Dapma7bEVm022817	
Dapma7bEVm022818	
Dapma7bEVm022819	
Dapma7bEVm022820	ENSG00000132801;ENSG00000168612
Dapma7bEVm022821	ENSG00000143157
Dapma7bEVm022822	
Dapma7bEVm022823	
Dapma7bEVm022824	ENSG00000182307;ENSG00000254656
Dapma7bEVm022825	
Dapma7bEVm022826	ENSG00000100426;ENSG00000182858;ENSG00000214717;ENSG00000257315
Dapma7bEVm022827	ENSG00000182307;ENSG00000254656
Dapma7bEVm022828	
Dapma7bEVm022829	
Dapma7bEVm022830	
Dapma7bEVm022831	
Dapma7bEVm022832	ENSG00000137845;ENSG00000151694
Dapma7bEVm022833	
Dapma7bEVm022834	
Dapma7bEVm022835	
Dapma7bEVm022836	
Dapma7bEVm022837	ENSG00000170889;ENSG00000274005;ENSG00000274626;ENSG00000274646;ENSG00000274950;ENSG00000275323;ENSG00000277079;ENSG00000277359;ENSG00000278081;ENSG00000278270
Dapma7bEVm022838	
Dapma7bEVm022839	
Dapma7bEVm022840	ENSG00000168152
Dapma7bEVm022841	
Dapma7bEVm022842	ENSG00000100426;ENSG00000182858;ENSG00000214717;ENSG00000257315
Dapma7bEVm022843	ENSG00000182307;ENSG00000254656
Dapma7bEVm022844	
Dapma7bEVm022845	ENSG00000152382
Dapma7bEVm022846	ENSG00000186416
Dapma7bEVm022847	
Dapma7bEVm022848	ENSG00000137492
Dapma7bEVm022849	ENSG00000182307;ENSG00000254656
Dapma7bEVm022850	
Dapma7bEVm022851	
Dapma7bEVm022852	
Dapma7bEVm022853	
Dapma7bEVm022854	ENSG00000115484;ENSG00000132141;ENSG00000146731;ENSG00000150753;ENSG00000156261;ENSG00000163468
Dapma7bEVm022855	
Dapma7bEVm022856	ENSG00000100154;ENSG00000121957;ENSG00000160360
Dapma7bEVm022857	
Dapma7bEVm022858	
Dapma7bEVm022859	
Dapma7bEVm022860	ENSG00000182307;ENSG00000254656
Dapma7bEVm022861	
Dapma7bEVm022862	
Dapma7bEVm022863	
Dapma7bEVm022864	
Dapma7bEVm022866	
Dapma7bEVm022867	
Dapma7bEVm022868	
Dapma7bEVm022869	
Dapma7bEVm022870	
Dapma7bEVm022871	
Dapma7bEVm022872	
Dapma7bEVm022873	ENSG00000157106
Dapma7bEVm022874	
Dapma7bEVm022875	
Dapma7bEVm022876	
Dapma7bEVm022877	ENSG00000109181;ENSG00000135220;ENSG00000135226;ENSG00000145626;ENSG00000156096;ENSG00000167165;ENSG00000168671;ENSG00000171234;ENSG00000173610;ENSG00000174607;ENSG00000196620;ENSG00000197888;ENSG00000213759;ENSG00000240224;ENSG00000241119;ENSG00000241635;ENSG00000242366;ENSG00000242515;ENSG00000243135;ENSG00000244122;ENSG00000244474;ENSG00000271271;ENSG00000275190;ENSG00000277132;ENSG00000278216
Dapma7bEVm022878	ENSG00000166173
Dapma7bEVm022879	
Dapma7bEVm022880	ENSG00000033050;ENSG00000161204;ENSG00000204574;ENSG00000206490;ENSG00000225989;ENSG00000231129;ENSG00000232169;ENSG00000236149;ENSG00000236342
Dapma7bEVm022881	ENSG00000182307;ENSG00000254656
Dapma7bEVm022882	ENSG00000168116;ENSG00000267221
Dapma7bEVm022883	ENSG00000005381;ENSG00000121053;ENSG00000130508;ENSG00000147485;ENSG00000167419
Dapma7bEVm022884	
Dapma7bEVm022885	ENSG00000101439;ENSG00000101441;ENSG00000125815;ENSG00000125823;ENSG00000170367;ENSG00000170369;ENSG00000170373;ENSG00000175315
Dapma7bEVm022886	ENSG00000188107
Dapma7bEVm022887	
Dapma7bEVm022888	
Dapma7bEVm022889	ENSG00000137492
Dapma7bEVm022890	
Dapma7bEVm022891	ENSG00000070778;ENSG00000152104
Dapma7bEVm022892	
Dapma7bEVm022893	
Dapma7bEVm022894	
Dapma7bEVm022895	ENSG00000140451
Dapma7bEVm022896	
Dapma7bEVm022897	
Dapma7bEVm022898	
Dapma7bEVm022899	
Dapma7bEVm022900	
Dapma7bEVm022901	
Dapma7bEVm022902	
Dapma7bEVm022903	
Dapma7bEVm022904	
Dapma7bEVm022905	ENSG00000126583;ENSG00000154229;ENSG00000166501
Dapma7bEVm022906	ENSG00000008516;ENSG00000099953;ENSG00000102996;ENSG00000123342;ENSG00000137675;ENSG00000149968;ENSG00000157227;ENSG00000166670;ENSG00000198598;ENSG00000262406;ENSG00000270806;ENSG00000271447;ENSG00000275365;ENSG00000278843
Dapma7bEVm022907	
Dapma7bEVm022908	
Dapma7bEVm022909	
Dapma7bEVm022910	
Dapma7bEVm022911	
Dapma7bEVm022912	
Dapma7bEVm022913	ENSG00000182307;ENSG00000254656
Dapma7bEVm022914	
Dapma7bEVm022915	
Dapma7bEVm022916	
Dapma7bEVm022917	
Dapma7bEVm022918	ENSG00000168152
Dapma7bEVm022919	ENSG00000184619
Dapma7bEVm022920	
Dapma7bEVm022921	ENSG00000110713
Dapma7bEVm022922	
Dapma7bEVm022923	
Dapma7bEVm022924	
Dapma7bEVm022925	
Dapma7bEVm022926	
Dapma7bEVm022927	
Dapma7bEVm022928	
Dapma7bEVm022929	ENSG00000182307;ENSG00000254656
Dapma7bEVm022930	ENSG00000182307;ENSG00000254656
Dapma7bEVm022931	
Dapma7bEVm022932	
Dapma7bEVm022933	ENSG00000100426;ENSG00000182858;ENSG00000214717;ENSG00000257315
Dapma7bEVm022934	ENSG00000244617
Dapma7bEVm022935	
Dapma7bEVm022936	
Dapma7bEVm022937	ENSG00000182307;ENSG00000254656
Dapma7bEVm022938	ENSG00000182307;ENSG00000254656
Dapma7bEVm022939	
Dapma7bEVm022940	
Dapma7bEVm022941	ENSG00000115970
Dapma7bEVm022942	
Dapma7bEVm022943	
Dapma7bEVm022944	
Dapma7bEVm022946	
Dapma7bEVm022947	
Dapma7bEVm022948	ENSG00000182307;ENSG00000254656
Dapma7bEVm022949	
Dapma7bEVm022950	ENSG00000182307;ENSG00000254656
Dapma7bEVm022951	
Dapma7bEVm022952	
Dapma7bEVm022953	
Dapma7bEVm022954	
Dapma7bEVm022955	ENSG00000140688
Dapma7bEVm022956	
Dapma7bEVm022957	
Dapma7bEVm022958	ENSG00000168152
Dapma7bEVm022959	
Dapma7bEVm022960	
Dapma7bEVm022961	ENSG00000168116;ENSG00000267221
Dapma7bEVm022962	
Dapma7bEVm022963	
Dapma7bEVm022964	ENSG00000037280;ENSG00000102755;ENSG00000113721;ENSG00000122025;ENSG00000128052;ENSG00000134853;ENSG00000157404;ENSG00000182578
Dapma7bEVm022965	
Dapma7bEVm022966	
Dapma7bEVm022967	
Dapma7bEVm022968	ENSG00000101746;ENSG00000197183
Dapma7bEVm022969	
Dapma7bEVm022970	
Dapma7bEVm022971	
Dapma7bEVm022972	ENSG00000110172;ENSG00000147166
Dapma7bEVm022974	ENSG00000109181;ENSG00000135220;ENSG00000135226;ENSG00000145626;ENSG00000156096;ENSG00000167165;ENSG00000168671;ENSG00000171234;ENSG00000173610;ENSG00000174607;ENSG00000196620;ENSG00000197888;ENSG00000213759;ENSG00000240224;ENSG00000241119;ENSG00000241635;ENSG00000242366;ENSG00000242515;ENSG00000243135;ENSG00000244122;ENSG00000244474;ENSG00000271271;ENSG00000275190;ENSG00000277132;ENSG00000278216
Dapma7bEVm022975	
Dapma7bEVm022976	
Dapma7bEVm022977	
Dapma7bEVm022978	ENSG00000182307;ENSG00000254656
Dapma7bEVm022979	
Dapma7bEVm022980	ENSG00000168152
Dapma7bEVm022981	
Dapma7bEVm022982	
Dapma7bEVm022983	
Dapma7bEVm022984	
Dapma7bEVm022985	
Dapma7bEVm022986	
Dapma7bEVm022987	
Dapma7bEVm022988	ENSG00000156113;ENSG00000215262
Dapma7bEVm022989	ENSG00000067221;ENSG00000116218;ENSG00000133115;ENSG00000148175
Dapma7bEVm022990	ENSG00000123500;ENSG00000144810;ENSG00000171812
Dapma7bEVm022991	
Dapma7bEVm022992	ENSG00000182307;ENSG00000254656
Dapma7bEVm022993	
Dapma7bEVm022994	
Dapma7bEVm022995	
Dapma7bEVm022996	
Dapma7bEVm022997	
Dapma7bEVm022998	
Dapma7bEVm022999	
Dapma7bEVm023000	
Dapma7bEVm023001	ENSG00000092148;ENSG00000153827
Dapma7bEVm023002	
Dapma7bEVm023003	
Dapma7bEVm023004	ENSG00000229544;ENSG00000235608
Dapma7bEVm023005	
Dapma7bEVm023006	
Dapma7bEVm023007	ENSG00000100644;ENSG00000116016;ENSG00000124440
Dapma7bEVm023008	
Dapma7bEVm023009	
Dapma7bEVm023010	
Dapma7bEVm023011	
Dapma7bEVm023012	
Dapma7bEVm023013	
Dapma7bEVm023014	
Dapma7bEVm023015	
Dapma7bEVm023016	
Dapma7bEVm023017	
Dapma7bEVm023018	
Dapma7bEVm023019	ENSG00000102010;ENSG00000130234;ENSG00000159640
